Species_Flora_Europaea;Species_POWO;Family;Endozoochorous;Epizoochorous;Thalassochorous;Anemochorous;Myrmecochorous;Vertebrate_hoarding;Freshwater Hydrochorous;Ballochorous;Further clarification needed;Tree_or_Shrub;Synonyms;References
Melampyrum velebiticum;Melampyrum velebiticum Borbás;Orobanchaceae;0;0;0;0;1;0;0;0;;0;;
Melica altissima;Melica altissima L.;Poaceae;0;0;0;1;1;0;0;0;;0;;Bojnanský V. & Fargašová A. (2007) Atlas of Seeds and Fruits of Central and East-European Flora: The Carpathian Mountains Region. Springer, A.A. Dordrecht | Servigne P. (2008) Etude expérimentale et comparative de la myrmécochorie : le cas des fourmis dispersatrices Lasius niger et Myrmica rubra. PhD Thesis, Université libre de Bruxelles, Faculté des Sciences – Sciences biologiques, Bruxelles | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Melica bauhinii;Melica amethystina Pourr.;Poaceae;0;0;0;0;1;0;0;0;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Melica ciliata;Melica ciliata L.;Poaceae;0;0;0;1;1;0;0;0;;0;;Cantó P., Alcaraz J.A.D. & Romero-Zarco C. (2020) Melica L. In: Devesa J.A., Romero-Zarco C., Buira A., Quintanar A. & Aedo C. (eds.) Flora iberica (Vol. XIX (1)). Real Jardín Botánico. CSIC. Madrid, pp. 52–66 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163 | Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org>
Melica cupanii;Melica cupani Guss.;Poaceae;0;0;0;1;0;0;0;0;;0;;
Melica minuta;Melica minuta L.;Poaceae;0;0;0;0;1;0;0;0;;0;;Hensen I. & Müller C. (1997) Experimental and structural investigations of anemochorous dispersal. Plant Ecology 133: 169-180 | Cantó P., Alcaraz J.A.D. & Romero-Zarco C. (2020) Melica L. In: Devesa J.A., Romero-Zarco C., Buira A., Quintanar A. & Aedo C. (eds.) Flora iberica (Vol. XIX (1)). Real Jardín Botánico. CSIC. Madrid, pp. 52–66 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Melica nutans;Melica nutans L.;Poaceae;0;0;0;0;1;0;0;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Mayer V., Ölzant S. & Fischer R.C. (2005) Myrmecochorous seed dispersal in temperate regions. In: Lambert, J. E., Hulme, P. E., & Vander Wall, S. B. (eds.) Seed fate: predation, dispersal, and seedling establishment. CABI, pp. 175-195 | Konečná M., Moos M., Zahradníčková H., Šimek P. & Lepš J. (2018) Tasty rewards for ants: differences in elaiosome and seed metabolite profiles are consistent across species and reflect taxonomic relatedness. Oecologia 188:753–764 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163 | Blyttia 2000
Melica picta;Melica picta K.Koch;Poaceae;0;0;0;0;1;0;0;0;;0;;Plant Diversity Analysis and Synthesis Centre <https://pladias.cz> | Cantó P., Alcaraz J.A.D. & Romero-Zarco C. (2020) Melica L. In: Devesa J.A., Romero-Zarco C., Buira A., Quintanar A. & Aedo C. (eds.) Flora iberica (Vol. XIX (1)). Real Jardín Botánico. CSIC. Madrid, pp. 52–66 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Melica rectiflora;Melica rectiflora Boiss. & Heldr.;Poaceae;0;0;0;0;0;0;0;0;;0;;Konečná M., Moos M., Zahradníčková H., Šimek P. & Lepš J. (2018) Tasty rewards for ants: differences in elaiosome and seed metabolite profiles are consistent across species and reflect taxonomic relatedness. Oecologia 188:753–764 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Melica transsilvanica;Melica transsilvanica Schur;Poaceae;0;0;0;1;1;0;0;0;;0;;Servigne P. (2008) Etude expérimentale et comparative de la myrmécochorie : le cas des fourmis dispersatrices Lasius niger et Myrmica rubra. PhD Thesis, Université libre de Bruxelles, Faculté des Sciences – Sciences biologiques, Bruxelles
Melica uniflora;Melica uniflora Retz.;Poaceae;0;1;0;0;1;0;0;0;EPI?;0;;Graae B.J. (2002) The role of epizoochorous seed dispersal of forest plant species in a fragmented landscape. Seed Science Research 12: 113-121 | Strykstra R.J., Bekker R.M. & Van Andel J. (2002) Dispersal and life span spectra in plant communities: a key to safe site dynamics, species coexistence and conservation. Ecography 25: 145-160 | Bojnanský V. & Fargašová A. (2007) Atlas of Seeds and Fruits of Central and East-European Flora: The Carpathian Mountains Region. Springer, A.A. Dordrecht | Delatte E. & Chabrerie O. (2008) Seed dispersal efficiency of forest herbaceous plant species by the ant Myrmica ruginodis. Comptes rendus biologies 331(4): 309-320. | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Melilotus alba;Melilotus albus Medik.;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melilotus altissima;Melilotus altissimus Thuill.;Fabaceae;0;0;0;0;0;0;0;0;;0;;Wild Flower Finder <https://wildflowerfinder.org.uk>
Melilotus arenaria;Melilotus arenarius Grecescu;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melilotus dentata;Melilotus dentatus (Waldst. & Kit.) Desf.;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melilotus elegans;Melilotus elegans Salzm. ex Ser.;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melilotus indica;Melilotus indicus (L.) All.;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melilotus infesta;Melilotus infestus Guss.;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melilotus italica;Melilotus italicus (L.) Lam.;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melilotus messanensis;Melilotus siculus (Turra) Steud.;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melilotus neapolitana;Melilotus neapolitanus Ten.;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melilotus officinalis;Melilotus officinalis (L.) Lam.;Fabaceae;0;0;0;0;0;0;0;0;;0;;Turkington R.A., Cavers P.B. & Rempel E. (1978) The biology of Canadian weeds: 29. Melilotus alba Desr. and M. officinalis (L.) Lam. Canadian Journal of Plant Science 58(2): 523-537
Melilotus segetalis;Melilotus segetalis (Brot.) Ser.;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melilotus sulcata;Melilotus sulcatus Desf.;Fabaceae;0;0;0;0;0;0;0;0;;0;;
Melissa officinalis;Melissa officinalis L.;Lamiaceae;0;1;0;0;0;0;0;0;;0;;Swarbrick J.T. (1971) External mucilage production by the seeds of British plants. Botanical Journal of the Linnean Society 64(2): 157-162
Melittis melissophyllum;Melittis melissophyllum L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Mentha aquatica;Mentha aquatica L.;Lamiaceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Mentha arvensis;Mentha arvensis L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Mentha cervina;Mentha cervina L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Mentha longifolia;Mentha longifolia (L.) L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Mentha pulegium;Mentha pulegium L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Mentha requienii;Mentha requienii Benth.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Mentha spicata;Mentha spicata L.;Lamiaceae;0;0;0;0;0;0;0;0;;0;Mentha microphylla;Lucid <https://keys.lucidcentral.org>
Mentha suaveolens;Mentha suaveolens Ehrh.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Menyanthes trifoliata;Menyanthes trifoliata L.;Menyanthaceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Mercurialis annua;Mercurialis annua L.;Euphorbiaceae;0;0;0;0;1;0;0;1;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Mercurialis elliptica;Mercurialis elliptica Lam.;Euphorbiaceae;0;0;0;0;1;0;0;0;;0;;Güemes J. (1997) Mercurialis L. In: Castroviejo S., Aedo C., Benedí C., Laínz M., Muñoz Garmendia F., Nieto Feliner G. & Paiva J. (eds.) Flora Iberica (vol. VIII). Real Jardín Botánico. CSIC. Madrid, pp. 201-210
Mercurialis huetii;Mercurialis huetii Hanry;Euphorbiaceae;0;0;0;0;1;0;0;0;;0;;Güemes J. (1997) Mercurialis L. In: Castroviejo S., Aedo C., Benedí C., Laínz M., Muñoz Garmendia F., Nieto Feliner G. & Paiva J. (eds.) Flora Iberica (vol. VIII). Real Jardín Botánico. CSIC. Madrid, pp. 201-210 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Mercurialis ovata;Mercurialis ovata Sternb. & Hoppe;Euphorbiaceae;0;0;0;0;1;0;0;0;MYR?;0;;Güemes J. (1997) Mercurialis L. In: Castroviejo S., Aedo C., Benedí C., Laínz M., Muñoz Garmendia F., Nieto Feliner G. & Paiva J. (eds.) Flora Iberica (vol. VIII). Real Jardín Botánico. CSIC. Madrid, pp. 201-210
Mercurialis perennis;Mercurialis perennis L.;Euphorbiaceae;0;0;0;0;1;0;0;1;;0;;Güemes J. (1997) Mercurialis L. In: Castroviejo S., Aedo C., Benedí C., Laínz M., Muñoz Garmendia F., Nieto Feliner G. & Paiva J. (eds.) Flora Iberica (vol. VIII). Real Jardín Botánico. CSIC. Madrid, pp. 201-210 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163 | Lisci M. & Pacini E. (1997) Fruit and seed structural characteristics and seed dispersal in Mercurialis annua L. (Euphorbiaceae). Acta Societatis Botanicorum Poloniae 66(3-4): 379-386 | Jefferson R.G. (2008) Biological flora of the British isles: Mercurialis perennis L. Journal of Ecology, 96(2): 386-412 | Strykstra R.J., Bekker R.M. & Van Andel J. (2002) Dispersal and life span spectra in plant communities: a key to safe site dynamics, species coexistence and conservation. Ecography 25: 145-160
Mercurialis reverchonii;Mercurialis reverchonii Rouy;Euphorbiaceae;0;0;0;0;1;0;0;0;;0;;Güemes J. (1997) Mercurialis L. In: Castroviejo S., Aedo C., Benedí C., Laínz M., Muñoz Garmendia F., Nieto Feliner G. & Paiva J. (eds.) Flora Iberica (vol. VIII). Real Jardín Botánico. CSIC. Madrid, pp. 201-210 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Mercurialis tomentosa;Mercurialis tomentosa L.;Euphorbiaceae;0;0;0;0;1;0;0;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Güemes J. (1997) Mercurialis L. In: Castroviejo S., Aedo C., Benedí C., Laínz M., Muñoz Garmendia F., Nieto Feliner G. & Paiva J. (eds.) Flora Iberica (vol. VIII). Real Jardín Botánico. CSIC. Madrid, pp. 201-210 | Strykstra R.J., Bekker R.M. & Van Andel J. (2002) Dispersal and life span spectra in plant communities: a key to safe site dynamics, species coexistence and conservation. Ecography 25: 145-160 | Guitián J. & Garrido J.L. (2006) Is early flowering in myrmechorous plants an adaptation for ant dispersal? Plant Species Biology 21(3): 165-171 | Jefferson R.G. (2008) Biological flora of the British isles: Mercurialis perennis L. Journal of Ecology, 96(2): 386-412 | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Merendera androcymbioides;Colchicum androcymbioides (Valdés) K.Perss.;Colchicaceae;0;0;0;0;0;0;0;0;;0;;
Merendera attica;Colchicum atticum Spruner ex Tommas.;Colchicaceae;0;0;0;0;0;0;0;0;;0;;
Merendera filifolia;Colchicum filifolium (Cambess.) Stef.;Colchicaceae;0;0;0;0;0;0;0;0;;0;;
Merendera pyrenaica;Colchicum montanum L.;Colchicaceae;0;0;0;0;0;0;0;0;;0;;
Merendera sobolifera;Colchicum soboliferum (C.A.Mey.) Stef.;Colchicaceae;0;0;0;0;0;0;0;0;;0;;
Mertensia maritima;Mertensia maritima (L.) Gray;Boraginaceae;0;0;1;0;0;0;0;0;;0;;Franks J.W. (1972) Mertensia Roth In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Moore S.M., Ball P.W., Chater A.O., Walters S.M., DeFilipps R.A., Webb D.A., Ferguson I.K. & Richardson I.B.K. (eds.) Flora Europaea (Volume 3): Diapensiaceae to Myoporaceae. Cambridge University Press, pp. 109-110
Mesembryanthemum crystallinum;Mesembryanthemum crystallinum L.;Aizoaceae;0;0;0;0;0;0;0;0;;0;;
Mesembryanthemum nodiflorum;Mesembryanthemum nodiflorum L.;Aizoaceae;0;0;0;0;0;0;0;0;;0;;
Mespilus germanica;Crataegus germanica (L.) Kuntze;Rosaceae;1;0;0;0;0;0;0;0;;1;;
Meum athamanticum;Meum athamanticum Jacq.;Apiaceae;0;0;0;0;0;0;0;0;;0;;Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org>
Mibora minima;Mibora minima (L.) Desv.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Microcnemum coralloides;Microcnemum coralloides (Loscos & J.Pardo) Font Quer;Amaranthaceae;0;0;0;0;0;0;0;0;;0;;Ball P.W. (1964b) Microcnemum Ung.-Sternb. In: Tutin T.G., Heywood V.H., Burges N.A., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 1): Lycopodiaceae to Platanaceae. Cambridge University Press, pp. 102-103 | Molero J. (1990) Microcnemum Ung.-Sternb. In: Castroviejo S., Laínz M. López González G., Monserrat P., Muñoz Garmendia F., Paiva J. & Villar L. (eds.) Flora Iberica (Vol. II). Real Jardín Botánico. CSIC. Madrid, pp. 534–536
Micromeria cremnophila;Micromeria cremnophila Boiss. & Heldr.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Micromeria cristata;Micromeria cristata (Hampe) Griseb.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria dalmatica;Clinopodium dalmaticum (Benth.) Bräuchler & Heubl;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria frivaldszkyana;Clinopodium frivaldszkyanum (Degen) Bräuchler & Heubl;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria fruticosa;Clinopodium serpyllifolium (M.Bieb.) Kuntze;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria graeca;Micromeria graeca (L.) Benth. ex Rchb.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria inodora;Micromeria inodora (Desf.) Benth.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria juliana;Micromeria juliana (L.) Benth. ex Rchb.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria marginata;Micromeria marginata (Sm.) Chater;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria microphylla;Micromeria microphylla (d'Urv.) Benth.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria myrtifolia;Micromeria myrtifolia Boiss. & Hohen.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria nervosa;Micromeria nervosa (Desf.) Benth.;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria pulegium;Clinopodium pulegium (Rochel) Bräuchler;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria taygetea;Clinopodium taygeteum (P.H.Davis) Bräuchler;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micromeria thymifolia;Clinopodium album (Waldst. & Kit.) Bräuchler & Govaerts;Lamiaceae;0;0;0;0;0;0;0;0;;0;;
Micropus supinus;Micropus supinus L.;Asteraceae ;0;0;0;0;0;0;0;0;;0;;
Micropyrum patens;Micropyrum patens (Brot.) Rothm. ex Pilg.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Micropyrum tenellum;Festuca lachenalii (C.C.Gmel.) Spenn.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Microstylis monophyllos;Malaxis monophyllos (L.) Sw.;Orchidaceae;0;0;0;0;0;0;0;0;;0;;
Milium effusum;Milium effusum L.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Milium vernale;Milium vernale M.Bieb.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia anatolica;Minuartia anatolica (Boiss.) Woronow;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia austriaca;Sabulina austriaca (Jacq.) Rchb.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia baldaccii;Cherleria baldaccii (Halácsy) A.J.Moore & Dillenb.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia biflora;Cherleria biflora (L.) A.J.Moore & Dillenb.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia bosniaca;Minuartia bosniaca (Beck) K.Malý;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia bulgarica;Minuartia bulgarica (Velen.) Graebn.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia campestris;Minuartia campestris L.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia capillacea;Cherleria capillacea (All.) A.J.Moore & Dillenb.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia cerastiifolia;Facchinia cerastiifolia (Ramond ex DC.) Dillenb. & Kadereit;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia cherlerioides;Facchinia cherlerioides (Sieber) Dillenb. & Kadereit;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia confusa;Minuartia confusa (Boiss.) Maire & Petitm.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
Minuartia dichotoma;Minuartia dichotoma L.;Caryophyllaceae;0;0;0;0;0;0;0;0;;0;;
