species,dispersal_mode,source,genus,family,mode_key,mode_label,n_modes,agents_vec,dispersal_agent_multi,dispersal_agent_summary
Pinus caribaea,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus cembra,epizoochorous_anemochorous_human-mediated_unassisted_myrmecochorous,TRY,NA,NA,epizoochorous_anemochorous_myrmecochorous_unassisted_human-mediated,Mixed,5,,animal_wind_unassisted,mixed
Pinus contorta,anemochorous_epizoochorous_endozoochorous_myrmecochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_myrmecochorous,Mixed,4,,animal_wind,mixed
Pinus coulteri,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus echinata,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus elliottii,myrmecochorous_epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,,animal,animal
Pinus flexilis,epizoochorous_myrmecochorous,TRY,NA,NA,epizoochorous_myrmecochorous,Mixed,2,,animal,animal
Pinus glabra,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus halepensis,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus heldreichii,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus jeffreyi,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus koraiensis,epizoochorous_myrmecochorous,TRY,NA,NA,epizoochorous_myrmecochorous,Mixed,2,,animal,animal
Pinus lambertiana,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus monticola,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus mugo,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus muricata,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus nigra,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus nigra subsp. laricio,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus nigra subsp. nigra,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus palustris,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus peuce,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus pinaster,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus pinaster subsp. pinaster,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus ponderosa,anemochorous_myrmecochorous_epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_myrmecochorous,Mixed,4,,animal_wind,mixed
Pinus pseudostrobus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus pungens,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus radiata,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus radiata var. radiata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus resinosa,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus roxburghii,anemochorous_myrmecochorous_epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_myrmecochorous,Mixed,4,,animal_wind,mixed
Pinus strobus,anemochorous_myrmecochorous_epizoochorous,TRY,NA,NA,epizoochorous_anemochorous_myrmecochorous,Mixed,3,,animal_wind,mixed
Pinus sylvestris,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus taeda,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Pinus thunbergii,myrmecochorous_epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,,animal,animal
Pinus uncinata,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pinus virginiana,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Piper aequale,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper amalago,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper arboreum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper auritum,epizoochorous_endozoochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_freshwater-hydrochorous,Mixed,3,,animal_water,mixed
Piper capense,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Piper casapiense,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper crassinervium,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper hispidum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper hostmannianum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper jacquemontianum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper laevigatum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper longifolium,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper marginatum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper obovatum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper ostii,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper pseudofuligineum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper pseudolindenii,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper reticulatum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piper sanctum,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Piper sp,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piptadenia adiantoides,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Piptadenia gonoacantha,anemochorous_freshwater-hydrochorous,TRY,NA,NA,anemochorous_freshwater-hydrochorous,Mixed,2,,wind_water,mixed
Piptadenia irwinii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Piptadenia macradenia,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Piptadeniastrum africanum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Piptatherum coerulescens,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Piptatherum miliaceum,anemochorous_epizoochorous_myrmecochorous,TRY,NA,NA,epizoochorous_anemochorous_myrmecochorous,Mixed,3,,animal_wind,mixed
Piptocarpha barrosoana,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Piptocarpha macropoda,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Piptocarpha matogrossensis,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Piptocarpha oblonga,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Piptocarpha rotundifolia,myrmecochorous_anemochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Piptocoma discolor,endozoochorous,TRY,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Piptolepis buxoides,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Piptolepis campestris,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Piptolepis ericoides,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Piptolepis gardneri,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Piptolepis glaziouana,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Piptolepis imbricata,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Piptolepis leptospermoides,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Piptolepis monticola,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Piptolepis oleaster,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Piptolepis schultziana,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Pipturus arborescens,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Piranhea trifoliata,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Piriqueta araguaiana,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta aurea,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta breviseminata,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta caiapoensis,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta cistoides,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta corumbensis,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta cristobaliae,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta densiflora,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta duarteana,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta emasensis,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta guianensis,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta lourteigiae,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta morongii,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta nitida,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta plicata,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta racemosa,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta rosea,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta sarae,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta sidifolia,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta tamberlikii,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piriqueta viscosa,myrmecochorous_unassisted,TRY,NA,NA,myrmecochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Piscidia piscipula,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Pisonia costaricensis,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Pisonia grandis,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Pistacia atlantica,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Pistacia lentiscus,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Pistacia mexicana,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Pistacia terebinthus,endozoochorous,EuDiS,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Pisum sativum,ballochorous,EuDiS,NA,NA,ballochorous,Ballochorous,1,,ballistic,ballistic
Pitcairnia bradei,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia cristalinensis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia curvidens,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia decidua,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia ensifolia,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia geyskesii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia hatschbachii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia irwiniana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia karwinskyana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia lanuginosa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia matogrossensis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia piepenbringii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia rubiginosa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia sastrei,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia torresiana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia ulei,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pitcairnia windischii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pithecellobium clypeatum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Pithecellobium diversifolium,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Pithecellobium dulce,epizoochorous_endozoochorous_myrmecochorous,TRY,NA,NA,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,,animal,animal
Pithecellobium keyense,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Pithecellobium unguis-cati,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Pittosporum phillyraeoides,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Pittosporum phylliraeoides,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Pittosporum tobira,endozoochorous,TRY,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Pittosporum undulatum,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Planaltina capitata,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Planaltina lanigera,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Planaltina myndeliana,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Planaltoa lychnophoroides,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Planaltoa salviifolia,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Planchonella chartacea,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Planera aquatica,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Plantago afra,anemochorous_endozoochorous,TRY,NA,NA,endozoochorous_anemochorous,Mixed,2,,animal_wind,mixed
Plantago albicans,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Plantago alpina,endozoochorous_epizoochorous_anemochorous_unassisted_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_freshwater-hydrochorous_unassisted,Mixed,5,,animal_wind_water_unassisted,mixed
Plantago arenaria,unassisted_human-mediated,TRY,NA,NA,unassisted_human-mediated,Mixed,2,,animal_unassisted,mixed
Plantago aristata,human-mediated,TRY,NA,NA,human-mediated,Human-mediated,1,,animal,animal
Plantago atrata,endozoochorous,TRY,NA,NA,endozoochorous,Endozoochorous,1,,animal,animal
Plantago coronopus,freshwater-hydrochorous_anemochorous_unassisted_epizoochorous_endozoochorous_human-mediated,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,6,,animal_wind_water_unassisted,mixed
Plantago cretica,freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous,Freshwater-hydrochorous,1,,water,water
Plantago cunninghamii,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Plantago drummondii,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Plantago lagopus,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Plantago lanceolata,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Plantago major,unassisted_endozoochorous_epizoochorous_human-mediated_myrmecochorous_anemochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,,animal_wind_water_unassisted,mixed
Plantago major subsp. major,unassisted_anemochorous,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Plantago maritima,thalassochorous,EuDiS,NA,NA,thalassochorous,Thalassochorous,1,,water,water
Plantago maritima subsp. serpentina,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Plantago media,unassisted_endozoochorous_epizoochorous_human-mediated_myrmecochorous_anemochorous_ballochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_ballochorous_unassisted_human-mediated,Mixed,8,,animal_wind_water_ballistic_unassisted,mixed
Plantago sempervirens,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Plantago subulata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Plantago turrifera,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Plantago uliginosa,endozoochorous_unassisted_anemochorous,TRY,NA,NA,endozoochorous_anemochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Plantago uniflora,unassisted_epizoochorous,TRY,NA,NA,epizoochorous_unassisted,Mixed,2,,animal_unassisted,mixed
Plantago virginica,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Plantago weldenii,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Platanthera bifolia,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platanthera chlorantha,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platanthera clavellata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platanthera hyperborea,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platanthera obtusata,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platanus acerifolia,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platanus lindenii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platanus mexicana,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platanus occidentalis,anemochorous_myrmecochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Platanus orientalis,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platanus racemosa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platanus wrightii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Plathymenia reticulata,anemochorous_unassisted,TRY,NA,NA,anemochorous_unassisted,Mixed,2,,wind_unassisted,mixed
Platonia insignis,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Platycapnos saxicola,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platycapnos tenuiloba,anemochorous,EuDiS,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platycerium bifurcatum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platycyamus regnellii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Platylobium formosum,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Platylobium parviflorum,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Platymiscium floribundum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platymiscium pinnatum,anemochorous_freshwater-hydrochorous,TRY,NA,NA,anemochorous_freshwater-hydrochorous,Mixed,2,,wind_water,mixed
Platymiscium pubescens,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platymiscium ulei,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Platypodanthera melissifolia,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Platypodium elegans,anemochorous_myrmecochorous_freshwater-hydrochorous,TRY,NA,NA,anemochorous_myrmecochorous_freshwater-hydrochorous,Mixed,3,,animal_wind_water,mixed
Platysace lanceolata,anemochorous_myrmecochorous,TRY,NA,NA,anemochorous_myrmecochorous,Mixed,2,,animal_wind,mixed
Platysace linearifolia,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Platysace stephensonii,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Platythelys debilis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Plectocomia elongata,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Plectranthus alboviolaceus,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Plectranthus autranii,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Plectranthus lasianthus,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Plectranthus sp,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Plectranthus sylvestris,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Plectrophora calcarhamata,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Plectrophora edwallii,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pleiogynium solandri,epizoochorous_endozoochorous,TRY,NA,NA,endozoochorous_epizoochorous,Mixed,2,,animal,animal
Plenckia bahiensis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Plenckia microcarpa,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Plenckia populnea,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pleonotoma albiflora,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pleonotoma castelnaei,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pleonotoma clematis,myrmecochorous,TRY,NA,NA,myrmecochorous,Myrmecochorous,1,,animal,animal
Pleonotoma dendrotricha,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pleonotoma melioides,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pleonotoma orientalis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pleradenophora bilocularis,unassisted,TRY,NA,NA,unassisted,Unassisted,1,,unassisted,unassisted
Pleroma aemulum,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pleuranthodendron lindenii,epizoochorous_freshwater-hydrochorous,TRY,NA,NA,epizoochorous_freshwater-hydrochorous,Mixed,2,,animal_water,mixed
Pleurospermum austriacum,unassisted_freshwater-hydrochorous,TRY,NA,NA,freshwater-hydrochorous_unassisted,Mixed,2,,water_unassisted,mixed
Pluchea dentex,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pluchea indica,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pluchea oblongifolia,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Pluchea sagittalis,anemochorous,TRY,NA,NA,anemochorous,Anemochorous,1,,wind,wind
Plumbago europaea,epizoochorous,EuDiS,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Poa alpina,epizoochorous_anemochorous_endozoochorous_unassisted,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_unassisted,Mixed,4,,animal_wind_unassisted,mixed
Poa angustifolia,endozoochorous_unassisted_anemochorous_epizoochorous_ballochorous_freshwater-hydrochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_freshwater-hydrochorous_ballochorous_unassisted,Mixed,6,,animal_wind_water_ballistic_unassisted,mixed
Poa annua,anemochorous_endozoochorous_unassisted_epizoochorous_freshwater-hydrochorous_human-mediated_myrmecochorous,TRY,NA,NA,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,,animal_wind_water_unassisted,mixed
Poa badensis,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
